iid,id,gender,idg,condtn,wave,round,position,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field_cd,imprelig,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met
437,8,0,15,2,17,14,12,11,11,450,0,0.53,1,25,2,50,5,5,5,5,30,0,6,9,7,5,3,3,6,5,2,23,11,6,11,6,7,7,8,9,9,8,5,6,9,7,10,10,10,10,5,6,5,15,15,18,18,14,20,35,12,12,15,15,23,7,9,9,9,8,0,7,7,9,7,10,7,5,4,2
437,8,0,15,2,17,14,12,14,12,451,0,0.44,0,30,4,20,40,5,20,5,10,1,5,5,4,3,4,3,4,3,2,23,11,6,11,6,7,7,8,9,9,8,5,6,9,7,10,10,10,10,5,6,5,15,15,18,18,14,20,35,12,12,15,15,23,7,9,9,9,8,0,6,8,10,7,10,8,6,2,2
437,8,0,15,2,17,14,12,4,13,452,0,0.47,0,29,4,35,30,25,5,0,5,0,5,5,5,5,5,5,5,5,2,23,11,6,11,6,7,7,8,9,9,8,5,6,9,7,10,10,10,10,5,6,5,15,15,18,18,14,20,35,12,12,15,15,23,7,9,9,9,8,0,7,8,9,8,9,7,5,5,2
437,8,0,15,2,17,14,12,13,14,453,0,0.4,0,27,4,30,30,30,5,0,5,0,5,4,6,6,5,5,4,4,2,23,11,6,11,6,7,7,8,9,9,8,5,6,9,7,10,10,10,10,5,6,5,15,15,18,18,14,20,35,12,12,15,15,23,7,9,9,9,8,0,6,8,10,6,9,5,5,4,2
438,9,0,17,2,17,14,13,11,1,440,0,0.14,1,21,2,35,5,30,20,5,5,0,6,8,8,8,8,7,9,9,2,23,11,5,11,3,1,8,9,5,5,8,4,7,6,5,7,9,10,9,8,3,4,14,15,16,17,18,20,20,12,15,15,14,14,7,8,7,7,7,1,6,4,8,8,4,5,6,6,2
438,9,0,17,2,17,14,13,8,2,441,0,0.4,1,24,2,35,10,25,20,5,5,1,9,9,10,9,9,9,9,8,2,23,11,5,11,3,1,8,9,5,5,8,4,7,6,5,7,9,10,9,8,3,4,14,15,16,17,18,20,20,12,15,15,14,14,7,8,7,7,7,0,5,4,5,6,6,6,5,7,2
438,9,0,17,2,17,14,13,9,3,442,0,0.36,1,25,2,40,10,0,45,0,5,1,7,4,5,4,4,0,5,3,2,23,11,5,11,3,1,8,9,5,5,8,4,7,6,5,7,9,10,9,8,3,4,14,15,16,17,18,20,20,12,15,15,14,14,7,8,7,7,7,0,4,3,6,2,2,2,2,5,2
438,9,0,17,2,17,14,13,2,6,445,0,0.39,1,30,2,40,12,18,12,6,12,0,5,8,9,6,8,4,5,7,2,23,11,5,11,3,1,8,9,5,5,8,4,7,6,5,7,9,10,9,8,3,4,14,15,16,17,18,20,20,12,15,15,14,14,7,8,7,7,7,1,7,7,10,9,10,8,8,6,2
438,9,0,17,2,17,14,13,10,7,446,1,0.28,0,28,3,30,20,25,15,10,0,1,8,7,7,8,4,7,8,5,2,23,11,5,11,3,1,8,9,5,5,8,4,7,6,5,7,9,10,9,8,3,4,14,15,16,17,18,20,20,12,15,15,14,14,7,8,7,7,7,1,6,4,7,3,7,6,6,5,2
438,9,0,17,2,17,14,13,13,8,447,0,0.35,0,26,4,15,30,25,20,0,10,0,5,6,6,5,4,5,5,5,2,23,11,5,11,3,1,8,9,5,5,8,4,7,6,5,7,9,10,9,8,3,4,14,15,16,17,18,20,20,12,15,15,14,14,7,8,7,7,7,0,6,3,4,2,9,4,5,4,2
438,9,0,17,2,17,14,13,6,10,449,0,0.12,0,23,6,55,2,1,40,1,1,1,7,9,8,8,7,6,8,8,2,23,11,5,11,3,1,8,9,5,5,8,4,7,6,5,7,9,10,9,8,3,4,14,15,16,17,18,20,20,12,15,15,14,14,7,8,7,7,7,0,7,7,8,8,7,4,6,5,2
438,9,0,17,2,17,14,13,12,11,450,1,0.46,1,25,2,50,5,5,5,5,30,1,6,7,7,7,7,7,7,6,2,23,11,5,11,3,1,8,9,5,5,8,4,7,6,5,7,9,10,9,8,3,4,14,15,16,17,18,20,20,12,15,15,14,14,7,8,7,7,7,1,4,6,8,7,9,2,4,5,2
438,9,0,17,2,17,14,13,1,12,451,0,0.44,0,30,4,20,40,5,20,5,10,1,6,6,5,6,5,4,6,4,2,23,11,5,11,3,1,8,9,5,5,8,4,7,6,5,7,9,10,9,8,3,4,14,15,16,17,18,20,20,12,15,15,14,14,7,8,7,7,7,0,2,7,10,2,10,2,3,5,2
438,9,0,17,2,17,14,13,14,14,453,0,0.31,0,27,4,30,30,30,5,0,5,1,6,5,6,4,5,4,5,4,2,23,11,5,11,3,1,8,9,5,5,8,4,7,6,5,7,9,10,9,8,3,4,14,15,16,17,18,20,20,12,15,15,14,14,7,8,7,7,7,0,3,9,10,3,10,2,3,3,2
439,10,0,19,2,17,14,2,12,3,442,0,0.45,1,25,2,40,10,0,45,0,5,1,9,1,7,5,4,3,6,4,2,29,9,5,2,8,4,8,9,8,9,6,1,7,9,6,4,9,9,9,6,6,7,20,10,50,5,10,5,60,0,10,10,10,10,8,8,7,7,7,0,3,9,9,3,9,0,6,7,2
439,10,0,19,2,17,14,2,6,5,444,0,0.26,1,26,2,50,10,10,30,0,0,0,6,6,7,9,7,4,7,5,2,29,9,5,2,8,4,8,9,8,9,6,1,7,9,6,4,9,9,9,6,6,7,20,10,50,5,10,5,60,0,10,10,10,10,8,8,7,7,7,1,8,7,8,8,9,3,8,8,2
439,10,0,19,2,17,14,2,2,8,447,0,0.49,0,26,4,15,30,25,20,0,10,0,4,5,6,5,5,4,4,3,2,29,9,5,2,8,4,8,9,8,9,6,1,7,9,6,4,9,9,9,6,6,7,20,10,50,5,10,5,60,0,10,10,10,10,8,8,7,7,7,0,7,7,9,3,9,0,5,5,2
439,10,0,19,2,17,14,2,1,11,450,0,0.21,1,25,2,50,5,5,5,5,30,1,8,7,7,7,5,5,7,6,2,29,9,5,2,8,4,8,9,8,9,6,1,7,9,6,4,9,9,9,6,6,7,20,10,50,5,10,5,60,0,10,10,10,10,8,8,7,7,7,0,5,9,10,5,9,5,5,1,2
439,10,0,19,2,17,14,2,4,12,451,0,0.22,0,30,4,20,40,5,20,5,10,1,6,5,5,6,5,3,6,4,2,29,9,5,2,8,4,8,9,8,9,6,1,7,9,6,4,9,9,9,6,6,7,20,10,50,5,10,5,60,0,10,10,10,10,8,8,7,7,7,0,0,10,10,3,10,5,6,9,2
439,10,0,19,2,17,14,2,3,14,453,0,0.48,0,27,4,30,30,30,5,0,5,1,5,5,5,4,5,4,4,4,2,29,9,5,2,8,4,8,9,8,9,6,1,7,9,6,4,9,9,9,6,6,7,20,10,50,5,10,5,60,0,10,10,10,10,8,8,7,7,7,0,3,10,10,3,10,0,5,5,2
443,4,1,8,2,17,11,8,9,1,430,0,0.38,0,22,4,10,25,15,20,15,15,0,5,8,8,7,8,2,6,2,2,27,13,3,9,9,5,7,8,5,5,5,3,7,6,1,6,7,8,8,4,5,7,30,25,10,20,0,15,40,0,20,20,20,0,7,10,9,7,7,1,6,7,7,7,6,4,6,5,2
443,4,1,8,2,17,11,9,10,2,431,0,0.14,0,27,4,15,15,25,15,15,15,0,6,9,9,8,8,5,5,3,2,27,13,3,9,9,5,7,8,5,5,5,3,7,6,1,6,7,8,8,4,5,7,30,25,10,20,0,15,40,0,20,20,20,0,7,10,9,7,7,0,5,5,6,4,7,4,5,3,2
443,4,1,8,2,17,11,11,1,3,432,0,0.23,0,28,2,15,30,30,10,10,5,1,8,10,9,9,10,9,9,9,2,27,13,3,9,9,5,7,8,5,5,5,3,7,6,1,6,7,8,8,4,5,7,30,25,10,20,0,15,40,0,20,20,20,0,7,10,9,7,7,0,7,9,6,5,3,5,6,7,2
443,4,1,8,2,17,11,3,5,4,433,0,0.2,0,30,6,20,20,20,20,10,10,1,7,6,6,6,4,4,8,7,2,27,13,3,9,9,5,7,8,5,5,5,3,7,6,1,6,7,8,8,4,5,7,30,25,10,20,0,15,40,0,20,20,20,0,7,10,9,7,7,0,5,5,7,7,4,2,5,6,2
443,4,1,8,2,17,11,4,6,5,434,0,0.13,0,27,2,30,15,15,30,0,10,0,6,7,8,9,7,8,7,8,2,27,13,3,9,9,5,7,8,5,5,5,3,7,6,1,6,7,8,8,4,5,7,30,25,10,20,0,15,40,0,20,20,20,0,7,10,9,7,7,1,8,8,8,6,7,7,6,7,2
443,4,1,8,2,17,11,12,2,8,437,0,0.35,0,23,2,15,15,18,18,14,20,0,7,8,10,8,10,7,7,5,2,27,13,3,9,9,5,7,8,5,5,5,3,7,6,1,6,7,8,8,4,5,7,30,25,10,20,0,15,40,0,20,20,20,0,7,10,9,7,7,0,9,6,6,6,6,6,6,7,2
444,5,1,10,2,17,11,9,10,2,431,0,-0.03,0,27,4,15,15,25,15,15,15,1,8,7,8,8,7,4,6,4,2,26,8,1,7,8,8,9,2,6,8,6,2,5,2,7,1,10,3,5,5,6,3,50,10,10,30,0,0,30,20,10,30,5,5,8,7,9,8,7,0,6,6,7,2,9,5,4,3,2
444,5,1,10,2,17,11,3,5,4,433,0,0.13,0,30,6,20,20,20,20,10,10,0,8,6,6,5,5,3,7,5,2,26,8,1,7,8,8,9,2,6,8,6,2,5,2,7,1,10,3,5,5,6,3,50,10,10,30,0,0,30,20,10,30,5,5,8,7,9,8,7,0,5,8,6,8,8,5,5,7,2
444,5,1,10,2,17,11,6,7,7,436,0,0.11,1,23,2,28,8,17,22,17,8,0,10,9,9,10,10,9,9,10,1,26,8,1,7,8,8,9,2,6,8,6,2,5,2,7,1,10,3,5,5,6,3,50,10,10,30,0,0,30,20,10,30,5,5,8,7,9,8,7,0,6,5,5,9,7,6,4,1,1
444,5,1,10,2,17,11,2,4,10,439,0,0.26,1,29,2,20,10,50,5,10,5,1,8,7,8,8,9,3,8,8,2,26,8,1,7,8,8,9,2,6,8,6,2,5,2,7,1,10,3,5,5,6,3,50,10,10,30,0,0,30,20,10,30,5,5,8,7,9,8,7,0,6,6,7,9,7,4,7,5,2
445,6,1,12,2,17,11,12,1,8,437,0,0.15,1,23,2,15,15,18,18,14,20,1,7,7,8,9,9,8,8,5,2,30,13,1,9,9,6,8,8,5,3,9,5,9,10,5,4,10,8,9,5,1,5,40,12,18,12,6,12,30,15,10,20,20,5,9,8,7,10,7,0,7,9,7,6,5,6,7,8,2
445,6,1,12,2,17,11,13,2,9,438,0,0.39,1,23,2,14,15,16,17,18,20,1,7,7,10,9,10,8,8,6,2,30,13,1,9,9,6,8,8,5,3,9,5,9,10,5,4,10,8,9,5,1,5,40,12,18,12,6,12,30,15,10,20,20,5,9,8,7,10,7,0,5,8,9,6,8,4,5,7,2
448,9,1,18,2,17,11,8,2,1,430,0,-0.42,0,22,4,10,25,15,20,15,15,0,6,8,8,9,9,4,6,2,2,22,1,1,7,3,2,4,9,8,9,3,5,9,7,3,6,7,6,10,6,5,3,25,15,25,25,5,5,15,15,25,17,18,10,8,9,8,9,10,1,8,8,8,6,5,7,8,7,2
448,9,1,18,2,17,11,9,3,2,431,1,0.03,0,27,4,15,15,25,15,15,15,1,9,8,9,9,5,2,6,4,2,22,1,1,7,3,2,4,9,8,9,3,5,9,7,3,6,7,6,10,6,5,3,25,15,25,25,5,5,15,15,25,17,18,10,8,9,8,9,10,1,5,6,8,4,8,4,6,3,2
448,9,1,18,2,17,11,11,4,3,432,0,0.69,1,28,2,15,30,30,10,10,5,1,8,6,8,7,9,5,4,3,2,22,1,1,7,3,2,4,9,8,9,3,5,9,7,3,6,7,6,10,6,5,3,25,15,25,25,5,5,15,15,25,17,18,10,8,9,8,9,10,0,4,7,7,6,5,4,5,7,2
448,9,1,18,2,17,11,3,8,4,433,0,0.41,0,30,6,20,20,20,20,10,10,0,6,5,5,5,8,5,5,3,2,22,1,1,7,3,2,4,9,8,9,3,5,9,7,3,6,7,6,10,6,5,3,25,15,25,25,5,5,15,15,25,17,18,10,8,9,8,9,10,0,3,7,5,6,5,6,4,5,2
448,9,1,18,2,17,11,4,9,5,434,0,0.16,1,27,2,30,15,15,30,0,10,0,7,6,6,5,7,7,5,5,2,22,1,1,7,3,2,4,9,8,9,3,5,9,7,3,6,7,6,10,6,5,3,25,15,25,25,5,5,15,15,25,17,18,10,8,9,8,9,10,1,7,7,7,7,6,5,6,5,2
448,9,1,18,2,17,11,6,10,7,436,1,0,1,23,2,28,8,17,22,17,8,1,10,10,10,10,10,10,10,10,1,22,1,1,7,3,2,4,9,8,9,3,5,9,7,3,6,7,6,10,6,5,3,25,15,25,25,5,5,15,15,25,17,18,10,8,9,8,9,10,1,8,6,7,8,8,7,8,8,1
448,9,1,18,2,17,11,12,5,8,437,1,0.41,1,23,2,15,15,18,18,14,20,1,7,6,9,10,9,9,6,6,2,22,1,1,7,3,2,4,9,8,9,3,5,9,7,3,6,7,6,10,6,5,3,25,15,25,25,5,5,15,15,25,17,18,10,8,9,8,9,10,1,5,7,5,6,3,7,6,4,2
449,10,1,20,2,17,11,8,1,1,430,0,0.17,0,22,4,10,25,15,20,15,15,0,5,6,9,8,8,5,5,2,2,23,1,1,1,8,2,6,8,7,5,5,3,1,9,7,6,9,2,6,4,1,5,55,2,1,40,1,1,25,1,13,44,11,6,7,10,10,10,8,1,10,7,8,7,8,5,7,1,2
449,10,1,20,2,17,11,9,2,2,431,0,0.31,0,27,4,15,15,25,15,15,15,0,8,5,7,6,8,2,3,2,2,23,1,1,1,8,2,6,8,7,5,5,3,1,9,7,6,9,2,6,4,1,5,55,2,1,40,1,1,25,1,13,44,11,6,7,10,10,10,8,0,4,4,6,2,9,3,3,5,2
449,10,1,20,2,17,11,11,3,3,432,0,0.24,0,28,2,15,30,30,10,10,5,1,8,8,9,9,10,10,8,9,2,23,1,1,1,8,2,6,8,7,5,5,3,1,9,7,6,9,2,6,4,1,5,55,2,1,40,1,1,25,1,13,44,11,6,7,10,10,10,8,0,7,9,9,7,6,6,8,8,2
449,10,1,20,2,17,11,3,7,4,433,0,0.44,1,30,6,20,20,20,20,10,10,0,7,7,7,7,4,3,6,3,2,23,1,1,1,8,2,6,8,7,5,5,3,1,9,7,6,9,2,6,4,1,5,55,2,1,40,1,1,25,1,13,44,11,6,7,10,10,10,8,1,4,9,8,10,6,6,9,8,2
449,10,1,20,2,17,11,4,8,5,434,0,-0.12,0,27,2,30,15,15,30,0,10,0,8,8,8,8,8,7,7,8,2,23,1,1,1,8,2,6,8,7,5,5,3,1,9,7,6,9,2,6,4,1,5,55,2,1,40,1,1,25,1,13,44,11,6,7,10,10,10,8,1,9,9,7,8,7,6,8,6,2
449,10,1,20,2,17,11,7,10,6,435,1,0.01,0,22,1,25,5,20,25,15,10,1,7,7,8,9,10,7,8,8,1,23,1,1,1,8,2,6,8,7,5,5,3,1,9,7,6,9,2,6,4,1,5,55,2,1,40,1,1,25,1,13,44,11,6,7,10,10,10,8,1,10,10,10,10,10,10,10,10,1
449,10,1,20,2,17,11,6,9,7,436,1,0.78,0,23,2,28,8,17,22,17,8,1,10,10,10,10,10,10,10,10,1,23,1,1,1,8,2,6,8,7,5,5,3,1,9,7,6,9,2,6,4,1,5,55,2,1,40,1,1,25,1,13,44,11,6,7,10,10,10,8,1,10,10,10,10,10,10,10,10,1
449,10,1,20,2,17,11,12,4,8,437,0,0.35,0,23,2,15,15,18,18,14,20,0,9,7,8,8,9,7,5,5,2,23,1,1,1,8,2,6,8,7,5,5,3,1,9,7,6,9,2,6,4,1,5,55,2,1,40,1,1,25,1,13,44,11,6,7,10,10,10,8,0,5,10,9,9,5,6,8,6,2
449,10,1,20,2,17,11,13,5,9,438,0,0.12,0,23,2,14,15,16,17,18,20,0,7,7,8,8,7,4,6,5,2,23,1,1,1,8,2,6,8,7,5,5,3,1,9,7,6,9,2,6,4,1,5,55,2,1,40,1,1,25,1,13,44,11,6,7,10,10,10,8,1,7,9,8,8,7,6,8,8,2
454,1,0,1,1,18,6,4,1,1,460,0,0.6,1,33,2,20,10,20,15,15,20,0,5,10,8,8,7,7,9,10,2,27,15,3,2,5,8,5,9,9,9,7,1,4,9,4,9,9,8,8,4,9,5,10,20,20,20,10,20,30,20,10,20,10,10,8,9,9,9,7,1,9,9,9,9,9,9,9,7,0
454,1,0,1,1,18,6,4,2,2,461,0,0.03,0,27,6,40,20,20,10,10,0,1,6,6,6,7,6,6,6,6,2,27,15,3,2,5,8,5,9,9,9,7,1,4,9,4,9,9,8,8,4,9,5,10,20,20,20,10,20,30,20,10,20,10,10,8,9,9,9,7,0,7,9,7,7,9,2,5,5,0
454,1,0,1,1,18,6,4,6,3,462,0,0.13,0,33,4,30,30,10,10,0,20,1,6,7,7,6,8,4,6,5,2,27,15,3,2,5,8,5,9,9,9,7,1,4,9,4,9,9,8,8,4,9,5,10,20,20,20,10,20,30,20,10,20,10,10,8,9,9,9,7,0,7,9,8,7,9,2,5,5,0
454,1,0,1,1,18,6,4,4,5,464,0,-0.03,0,33,4,15,15,15,20,15,20,0,8,8,8,6,5,5,6,7,2,27,15,3,2,5,8,5,9,9,9,7,1,4,9,4,9,9,8,8,4,9,5,10,20,20,20,10,20,30,20,10,20,10,10,8,9,9,9,7,1,8,8,9,8,9,5,8,7,0
457,4,0,7,1,18,6,1,4,1,460,0,0.5,0,33,2,20,10,20,15,15,20,0,8,2,8,10,6,8,9,6,2,55,6,1,6,1,2,1,8,9,9,10,1,1,10,4,7,3,10,8,1,1,10,25,0,25,25,0,25,30,20,10,15,10,15,7,6,7,8,3,1,8,7,8,7,5,8,8,1,0
457,4,0,7,1,18,6,1,5,2,461,0,-0.11,0,27,6,40,20,20,10,10,0,0,6,7,6,6,5,7,5,6,2,55,6,1,6,1,2,1,8,9,9,10,1,1,10,4,7,3,10,8,1,1,10,25,0,25,25,0,25,30,20,10,15,10,15,7,6,7,8,3,0,5,6,7,6,7,4,4,1,0
457,4,0,7,1,18,6,1,3,3,462,0,-0.17,1,33,4,30,30,10,10,0,20,1,6,10,6,9,4,6,7,6,2,55,6,1,6,1,2,1,8,9,9,10,1,1,10,4,7,3,10,8,1,1,10,25,0,25,25,0,25,30,20,10,15,10,15,7,6,7,8,3,0,4,7,9,6,8,5,4,1,0
457,4,0,7,1,18,6,1,1,5,464,0,-0.35,1,33,4,15,15,15,20,15,20,0,5,9,9,5,4,2,5,1,2,55,6,1,6,1,2,1,8,9,9,10,1,1,10,4,7,3,10,8,1,1,10,25,0,25,25,0,25,30,20,10,15,10,15,7,6,7,8,3,1,8,7,8,8,8,6,7,1,0
459,6,0,11,1,18,6,5,2,1,460,0,0.2,0,33,2,20,10,20,15,15,20,0,8,8,8,7,10,5,6,5,2,26,8,1,7,1,3,1,9,8,9,1,1,6,4,6,8,8,8,8,8,1,5,30,10,10,30,10,10,50,0,0,30,0,20,5,5,5,5,8,0,5,10,8,2,5,2,5,2,0
459,6,0,11,1,18,6,5,3,2,461,0,-0.34,0,27,6,40,20,20,10,10,0,1,7,6,6,7,6,6,8,7,2,26,8,1,7,1,3,1,9,8,9,1,1,6,4,6,8,8,8,8,8,1,5,30,10,10,30,10,10,50,0,0,30,0,20,5,5,5,5,8,0,1,5,5,1,5,1,1,1,0
459,6,0,11,1,18,6,5,1,3,462,0,0.2,1,33,4,30,30,10,10,0,20,1,8,6,7,6,7,4,7,4,2,26,8,1,7,1,3,1,9,8,9,1,1,6,4,6,8,8,8,8,8,1,5,30,10,10,30,10,10,50,0,0,30,0,20,5,5,5,5,8,0,2,10,5,1,5,2,1,1,0
459,6,0,11,1,18,6,5,5,5,464,0,-0.25,1,33,4,15,15,15,20,15,20,1,7,7,7,7,7,7,5,5,2,26,8,1,7,1,3,1,9,8,9,1,1,6,4,6,8,8,8,8,8,1,5,30,10,10,30,10,10,50,0,0,30,0,20,5,5,5,5,8,0,5,5,8,5,5,2,5,1,0
460,1,1,2,1,18,6,4,1,1,454,0,0.6,1,27,2,10,20,20,20,10,20,1,9,9,9,9,9,9,9,7,2,33,7,1,2,9,7,10,10,10,10,8,1,7,9,10,6,9,10,10,1,5,8,20,10,20,15,15,20,15,20,15,10,20,15,8,8,7,9,7,0,5,10,8,8,7,7,9,10,0
460,1,1,2,1,18,6,3,6,2,455,0,0.25,0,24,4,10,25,20,16,20,9,1,7,7,8,8,8,7,7,6,2,33,7,1,2,9,7,10,10,10,10,8,1,7,9,10,6,9,10,10,1,5,8,20,10,20,15,15,20,15,20,15,10,20,15,8,8,7,9,7,0,8,9,10,10,8,7,10,10,0
460,1,1,2,1,18,6,2,5,3,456,1,0.19,0,29,4,25,20,15,10,15,15,1,8,8,7,7,7,6,7,5,2,33,7,1,2,9,7,10,10,10,10,8,1,7,9,10,6,9,10,10,1,5,8,20,10,20,15,15,20,15,20,15,10,20,15,8,8,7,9,7,1,9,8,8,8,8,7,8,7,0
460,1,1,2,1,18,6,1,4,4,457,0,0.5,0,55,4,25,0,25,25,0,25,1,8,7,8,7,5,8,8,1,2,33,7,1,2,9,7,10,10,10,10,8,1,7,9,10,6,9,10,10,1,5,8,20,10,20,15,15,20,15,20,15,10,20,15,8,8,7,9,7,0,8,2,8,10,6,8,9,6,0
460,1,1,2,1,18,6,6,3,5,458,0,0.02,0,29,4,50,5,25,20,0,0,1,5,10,8,8,6,5,4,5,2,33,7,1,2,9,7,10,10,10,10,8,1,7,9,10,6,9,10,10,1,5,8,20,10,20,15,15,20,15,20,15,10,20,15,8,8,7,9,7,0,7,8,9,8,10,6,7,4,0
460,1,1,2,1,18,6,5,2,6,459,0,0.2,0,26,4,30,10,10,30,10,10,0,5,10,8,2,5,2,5,2,2,33,7,1,2,9,7,10,10,10,10,8,1,7,9,10,6,9,10,10,1,5,8,20,10,20,15,15,20,15,20,15,10,20,15,8,8,7,9,7,0,8,8,8,7,10,5,6,5,0
466,1,0,1,2,19,15,3,4,1,481,0,0.7,1,23,2,25,20,15,20,5,15,0,5,7,7,6,6,4,6,5,2,24,18,1,10,4,2,9,8,5,6,4,3,2,8,5,5,7,6,8,4,2,5,10,20,20,15,20,15,45,5,15,15,10,10,7,9,7,8,8,0,5,7,5.5,4,4,3,4,5,0
466,1,0,1,2,19,15,3,12,3,483,0,0.74,1,28,2,40,20,20,20,0,0,0,7,10,9,9,6,3,7,7,2,24,18,1,10,4,2,9,8,5,6,4,3,2,8,5,5,7,6,8,4,2,5,10,20,20,15,20,15,45,5,15,15,10,10,7,9,7,8,8,0,2,2,2,2,2,0,2,2,0
466,1,0,1,2,19,15,3,15,5,485,0,0.36,0,29,1,20,15,20,15,15,15,1,9,10,10,9,10,8,9,6,2,24,18,1,10,4,2,9,8,5,6,4,3,2,8,5,5,7,6,8,4,2,5,10,20,20,15,20,15,45,5,15,15,10,10,7,9,7,8,8,0,0,0,0,0,0,0,0,0,0
466,1,0,1,2,19,15,3,6,8,488,0,0.31,0,29,4,15,20,20,20,5,20,1,8,8,8,8,8,8,8,8,2,24,18,1,10,4,2,9,8,5,6,4,3,2,8,5,5,7,6,8,4,2,5,10,20,20,15,20,15,45,5,15,15,10,10,7,9,7,8,8,0,2,6,7,5,7,2,5,5,0
466,1,0,1,2,19,15,3,7,9,489,0,-0.03,1,28,2,20,10,20,20,20,0,1,8,6,8,8,6,5,6,7,2,24,18,1,10,4,2,9,8,5,6,4,3,2,8,5,5,7,6,8,4,2,5,10,20,20,15,20,15,45,5,15,15,10,10,7,9,7,8,8,0,5,6,6,5,5,3,5,4,0
466,1,0,1,2,19,15,3,13,10,490,0,0.43,1,29,2,30,15,20,10,10,15,1,7,9,8,7,6,8,7,6,2,24,18,1,10,4,2,9,8,5,6,4,3,2,8,5,5,7,6,8,4,2,5,10,20,20,15,20,15,45,5,15,15,10,10,7,9,7,8,8,0,0,4,6,4,5,2,2,5,0
466,1,0,1,2,19,15,3,8,11,491,0,0.35,0,29,3,30,10,25,20,8,7,1,7,6,7,7,7,8,5,5,2,24,18,1,10,4,2,9,8,5,6,4,3,2,8,5,5,7,6,8,4,2,5,10,20,20,15,20,15,45,5,15,15,10,10,7,9,7,8,8,0,5,4,5,5,5,3,3,2,0
466,1,0,1,2,19,15,3,1,12,492,0,0.16,0,30,6,30,0,30,30,10,0,0,10,10,10,10,10,1,10,2,2,24,18,1,10,4,2,9,8,5,6,4,3,2,8,5,5,7,6,8,4,2,5,10,20,20,15,20,15,45,5,15,15,10,10,7,9,7,8,8,0,7,6,8,5,7,1,5,5,0
466,1,0,1,2,19,15,3,10,14,494,0,0.25,1,30,2,25,25,25,25,0,0,1,9,8,7,9,7,7,8,8,2,24,18,1,10,4,2,9,8,5,6,4,3,2,8,5,5,7,6,8,4,2,5,10,20,20,15,20,15,45,5,15,15,10,10,7,9,7,8,8,0,4,8,7,7,6,7,7,6,0
467,2,0,3,2,19,15,10,11,1,481,1,0.65,1,23,2,25,20,15,20,5,15,1,8,8,7,8,6,7,8,7,2,24,8,4,7,8,4,9,9,9,9,8,5,8,9,8,9,9,9,9,9,9,7,20,20,20,20,20,0,60,5,15,10,5,5,8,8,8,8,8,1,8,10,10,9,8,7,7,4,0
467,2,0,3,2,19,15,10,12,2,482,1,0.12,1,30,2,20,10,22,20,15,13,1,8,6,6,6,8,6,7,5,2,24,8,4,7,8,4,9,9,9,9,8,5,8,9,8,9,9,9,9,9,9,7,20,20,20,20,20,0,60,5,15,10,5,5,8,8,8,8,8,1,8,10,10,9,10,8,7,4,0
467,2,0,3,2,19,15,10,4,3,483,0,0.83,1,28,2,40,20,20,20,0,0,0,7,8,9,9,7,9,8,8,2,24,8,4,7,8,4,9,9,9,9,8,5,8,9,8,9,9,9,9,9,9,7,20,20,20,20,20,0,60,5,15,10,5,5,8,8,8,8,8,0,8,10,9,10,8,9,7,5,0
467,2,0,3,2,19,15,10,7,5,485,0,-0.09,0,29,1,20,15,20,15,15,15,1,9,10,10,10,10,9,9,6,2,24,8,4,7,8,4,9,9,9,9,8,5,8,9,8,9,9,9,9,9,9,7,20,20,20,20,20,0,60,5,15,10,5,5,8,8,8,8,8,0,7,10,10,6,6,6,7,5,0
467,2,0,3,2,19,15,10,9,6,486,0,0.59,0,32,3,20,20,20,15,10,15,0,9,7,7,4,8,6,5,2,2,24,8,4,7,8,4,9,9,9,9,8,5,8,9,8,9,9,9,9,9,9,7,20,20,20,20,20,0,60,5,15,10,5,5,8,8,8,8,8,1,7,8,10,7,9,7,5,4,0
467,2,0,3,2,19,15,10,3,7,487,0,0.24,0,24,4,25,26,15,10,9,15,0,8,5,5,5,9,2,6,4,2,24,8,4,7,8,4,9,9,9,9,8,5,8,9,8,9,9,9,9,9,9,7,20,20,20,20,20,0,60,5,15,10,5,5,8,8,8,8,8,1,6,10,10,8,8,7,5,4,0
467,2,0,3,2,19,15,10,13,8,488,0,0.49,0,29,4,15,20,20,20,5,20,1,8,8,8,8,8,8,8,8,2,24,8,4,7,8,4,9,9,9,9,8,5,8,9,8,9,9,9,9,9,9,7,20,20,20,20,20,0,60,5,15,10,5,5,8,8,8,8,8,0,6,7,8,9,9,7,6,4,0
467,2,0,3,2,19,15,10,14,9,489,1,0.06,1,28,2,20,10,20,20,20,0,1,8,9,8,7,8,7,8,7,2,24,8,4,7,8,4,9,9,9,9,8,5,8,9,8,9,9,9,9,9,9,7,20,20,20,20,20,0,60,5,15,10,5,5,8,8,8,8,8,1,9,9,9,10,10,8,8,5,0
